,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
216,RUS,Russia,HO_HISH,Housing expenditure,L,Value,WMN,Women,PC,Percentage,0,units,,,11.0,E,Estimated value
217,SVN,Slovenia,HO_HISH,Housing expenditure,L,Value,WMN,Women,PC,Percentage,0,units,,,20.0,E,Estimated value
218,AUS,Australia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.3,E,Estimated value
219,AUT,Austria,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.6,,
220,BEL,Belgium,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.2,,
221,CAN,Canada,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.5,,
222,CZE,Czech Republic,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.4,,
223,DNK,Denmark,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.9,,
224,FIN,Finland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.9,,
225,FRA,France,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
226,DEU,Germany,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
227,GRC,Greece,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.2,,
228,HUN,Hungary,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.1,,
229,ISL,Iceland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.5,,
230,IRL,Ireland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.1,,
231,ITA,Italy,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.4,,
232,JPN,Japan,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
233,KOR,Korea,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.4,,
234,LUX,Luxembourg,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.0,,
235,MEX,Mexico,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.0,,
236,NLD,Netherlands,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.0,,
237,NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.4,,
238,NOR,Norway,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.0,,
239,POL,Poland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.1,,
240,PRT,Portugal,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.6,,
241,SVK,Slovak Republic,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.1,,
242,ESP,Spain,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.9,,
243,SWE,Sweden,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.7,,
244,CHE,Switzerland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
245,TUR,Turkey,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.1,,
246,GBR,United Kingdom,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.9,,
247,USA,United States,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.4,E,Estimated value
248,BRA,Brazil,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.6,E,Estimated value
249,CHL,Chile,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.2,,
250,EST,Estonia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.5,,
251,ISR,Israel,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.2,,
252,RUS,Russia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,0.9,,
253,SVN,Slovenia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.5,,
254,OECD,OECD - Total,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
255,AUS,Australia,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.3,E,Estimated value
256,AUT,Austria,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.6,E,Estimated value
257,BEL,Belgium,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.2,E,Estimated value
258,CAN,Canada,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.5,E,Estimated value
259,CZE,Czech Republic,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.4,E,Estimated value
260,DNK,Denmark,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.9,E,Estimated value
261,FIN,Finland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.9,E,Estimated value
262,FRA,France,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.8,E,Estimated value
263,DEU,Germany,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.8,E,Estimated value
264,GRC,Greece,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.2,E,Estimated value
265,HUN,Hungary,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.1,E,Estimated value
266,ISL,Iceland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.5,E,Estimated value
267,IRL,Ireland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.1,E,Estimated value
268,ITA,Italy,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.4,E,Estimated value
269,JPN,Japan,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.8,E,Estimated value
270,KOR,Korea,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.4,E,Estimated value
271,LUX,Luxembourg,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.0,E,Estimated value
272,MEX,Mexico,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.0,E,Estimated value
273,NLD,Netherlands,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.0,E,Estimated value
274,NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.4,E,Estimated value
275,NOR,Norway,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.0,E,Estimated value
276,POL,Poland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.1,E,Estimated value
277,PRT,Portugal,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.6,E,Estimated value
278,SVK,Slovak Republic,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.1,E,Estimated value
279,ESP,Spain,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.9,E,Estimated value
280,SWE,Sweden,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.7,E,Estimated value
281,CHE,Switzerland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.8,E,Estimated value
282,TUR,Turkey,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.1,E,Estimated value
283,GBR,United Kingdom,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.9,E,Estimated value
284,USA,United States,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.4,E,Estimated value
285,BRA,Brazil,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.6,E,Estimated value
286,CHL,Chile,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.2,E,Estimated value
287,EST,Estonia,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.5,E,Estimated value
288,ISR,Israel,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.2,E,Estimated value
289,RUS,Russia,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,0.9,E,Estimated value
290,SVN,Slovenia,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.5,E,Estimated value
291,AUS,Australia,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.3,E,Estimated value
292,AUT,Austria,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.6,E,Estimated value
293,BEL,Belgium,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.2,E,Estimated value
294,CAN,Canada,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.5,E,Estimated value
295,CZE,Czech Republic,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.4,E,Estimated value
296,DNK,Denmark,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.9,E,Estimated value
297,FIN,Finland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.9,E,Estimated value
298,FRA,France,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.8,E,Estimated value
299,DEU,Germany,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.8,E,Estimated value
300,GRC,Greece,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.2,E,Estimated value
301,HUN,Hungary,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.1,E,Estimated value
302,ISL,Iceland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.5,E,Estimated value
303,IRL,Ireland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.1,E,Estimated value
304,ITA,Italy,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.4,E,Estimated value
305,JPN,Japan,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.8,E,Estimated value
306,KOR,Korea,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.4,E,Estimated value
307,LUX,Luxembourg,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.0,E,Estimated value
308,MEX,Mexico,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.0,E,Estimated value
309,NLD,Netherlands,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.0,E,Estimated value
310,NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.4,E,Estimated value
311,NOR,Norway,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.0,E,Estimated value
312,POL,Poland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.1,E,Estimated value
313,PRT,Portugal,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.6,E,Estimated value
314,SVK,Slovak Republic,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.1,E,Estimated value
315,ESP,Spain,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.9,E,Estimated value
316,SWE,Sweden,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.7,E,Estimated value
317,CHE,Switzerland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.8,E,Estimated value
318,TUR,Turkey,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.1,E,Estimated value
319,GBR,United Kingdom,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.9,E,Estimated value
320,USA,United States,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.4,E,Estimated value
321,BRA,Brazil,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.6,E,Estimated value
322,CHL,Chile,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.2,E,Estimated value
323,EST,Estonia,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.5,E,Estimated value
324,ISR,Israel,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.2,E,Estimated value
325,RUS,Russia,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,0.9,E,Estimated value
326,SVN,Slovenia,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.5,E,Estimated value
327,AUS,Australia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,31588.0,,
328,AUT,Austria,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,31173.0,,
329,BEL,Belgium,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,28307.0,,
330,CAN,Canada,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,29365.0,,
331,CZE,Czech Republic,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,18404.0,,
332,DNK,Denmark,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,26491.0,,
333,FIN,Finland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,27927.0,,
334,FRA,France,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,28799.0,,
335,DEU,Germany,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,31252.0,,
336,GRC,Greece,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,18575.0,,
337,HUN,Hungary,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,15442.0,,
338,ISL,Iceland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,23965.0,E,Estimated value
339,IRL,Ireland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,23917.0,,
340,ITA,Italy,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,25166.0,,
341,JPN,Japan,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,26111.0,,
342,KOR,Korea,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,19510.0,,
343,LUX,Luxembourg,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,38951.0,E,Estimated value
344,MEX,Mexico,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,13085.0,,
345,NLD,Netherlands,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,27888.0,,
346,NZL,New Zealand,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,23815.0,,
347,NOR,Norway,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,33492.0,,
348,POL,Poland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,17852.0,E,Estimated value
349,PRT,Portugal,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,20086.0,,
350,SVK,Slovak Republic,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,17503.0,,
351,ESP,Spain,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,22477.0,,
352,SWE,Sweden,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,29185.0,,
353,CHE,Switzerland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,33491.0,,
354,TUR,Turkey,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,14095.0,E,Estimated value
355,GBR,United Kingdom,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,27029.0,,
356,USA,United States,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,41355.0,,
357,BRA,Brazil,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,11664.0,E,Estimated value
358,CHL,Chile,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,14533.0,E,Estimated value
359,EST,Estonia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,15167.0,,
360,ISR,Israel,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,22104.0,E,Estimated value
361,RUS,Russia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,19292.0,,
362,SVN,Slovenia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,19326.0,,
363,OECD,OECD - Total,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,25908.0,,
364,AUS,Australia,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,31588.0,E,Estimated value
365,AUT,Austria,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,31173.0,E,Estimated value
366,BEL,Belgium,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,28307.0,E,Estimated value
367,CAN,Canada,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,29365.0,E,Estimated value
368,CZE,Czech Republic,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,18404.0,E,Estimated value
369,DNK,Denmark,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,26491.0,E,Estimated value
370,FIN,Finland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,27927.0,E,Estimated value
371,FRA,France,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,28799.0,E,Estimated value
372,DEU,Germany,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,31252.0,E,Estimated value
373,GRC,Greece,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,18575.0,E,Estimated value
374,HUN,Hungary,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,15442.0,E,Estimated value
375,ISL,Iceland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,23965.0,E,Estimated value
376,IRL,Ireland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,23917.0,E,Estimated value
377,ITA,Italy,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,25166.0,E,Estimated value
378,JPN,Japan,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,26111.0,E,Estimated value
379,KOR,Korea,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,19510.0,E,Estimated value
380,LUX,Luxembourg,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,38951.0,E,Estimated value
381,MEX,Mexico,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,13085.0,E,Estimated value
382,NLD,Netherlands,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,27888.0,E,Estimated value
383,NZL,New Zealand,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,23815.0,E,Estimated value
384,NOR,Norway,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,33492.0,E,Estimated value
385,POL,Poland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,17852.0,E,Estimated value
386,PRT,Portugal,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,20086.0,E,Estimated value
387,SVK,Slovak Republic,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,17503.0,E,Estimated value
388,ESP,Spain,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,22477.0,E,Estimated value
389,SWE,Sweden,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,29185.0,E,Estimated value
390,CHE,Switzerland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,33491.0,E,Estimated value
391,TUR,Turkey,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,14095.0,E,Estimated value
392,GBR,United Kingdom,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,27029.0,E,Estimated value
393,USA,United States,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,41355.0,E,Estimated value
394,BRA,Brazil,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,11664.0,E,Estimated value
395,CHL,Chile,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,14533.0,E,Estimated value
396,EST,Estonia,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,15167.0,E,Estimated value
397,ISR,Israel,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,22104.0,E,Estimated value
398,RUS,Russia,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,19292.0,E,Estimated value
399,SVN,Slovenia,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,19326.0,E,Estimated value
400,AUS,Australia,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,31588.0,E,Estimated value
401,AUT,Austria,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,31173.0,E,Estimated value
402,BEL,Belgium,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,28307.0,E,Estimated value
403,CAN,Canada,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,29365.0,E,Estimated value
404,CZE,Czech Republic,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,18404.0,E,Estimated value
405,DNK,Denmark,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,26491.0,E,Estimated value
406,FIN,Finland,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,27927.0,E,Estimated value
